-1, -1, -1, -1, -0.98838, -0.979628, -0.964206, -0.948608, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.988735, -0.986271, -0.961223, -0.963597, -1, -0.777778, -1, -0.714286, -1, -1, -0.99005, -0.99
-1, -1, -1, -1, -0.993874, -0.9876, -0.977629, -0.961456, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.97787, -0.925155, -0.891126, -0.708779, -1, -0.777778, -1, -0.714286, -1, -1, -0.985075, -0.985
-1, -1, -1, -1, -0.990337, -0.975642, -0.950783, -0.905782, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, 1, -0.950947, -0.914526, -0.965697, -0.933619, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.922876, -0.866696, -0.776286, -0.683084, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, 1, -0.809274, -0.701949, -0.850858, -0.740899, -1, -0.777778, -0.75, -1, -1, -1, -0.997512, -0.9975
-1, -1, -1, 1, -0.872027, -0.80248, -0.901566, -0.835118, -1, -0.777778, -0.75, -1, -1, -1, -0.99801, -0.998
-1, -1, -1, -1, -0.950346, -0.905669, -0.856823, -0.775161, -1, -0.777778, -1, -0.714286, -1, -1, -0.970149, -0.97
-1, -1, -1, -1, -0.94177, -0.909212, -0.829978, -0.785867, -1, -0.777778, -0.75, -1, -1, -1, -0.997015, -0.997
-1, -1, 0, 1, -0.826673, -0.746236, -0.861298, -0.783726, -1, -0.555556, -1, -0.428571, -1, -1, -0.965174, -0.97
-1, -1, 0, -1, -0.975967, -0.94907, -0.934377, -0.882227, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, 0, -1, -0.989929, -0.974756, -0.971663, -0.937901, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, 0, -1, -0.993219, -0.984057, -0.980611, -0.959315, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.989867, -0.986714, -0.962714, -0.963597, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.991878, -0.973428, -0.95824, -0.88651, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.970164, -0.906554, -0.97912, -0.916488, -1, -0.777778, -1, -0.714286, -1, -1, -0.9801, -0.98
-1, -1, -1, -1, -0.956187, -0.912312, -0.961223, -0.91863, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, 1, -0.83652, -0.678034, -0.931394, -0.85439, -1, -0.555556, -0.75, -0.714286, -1, -1, -0.993035, -0.995
-1, -1, -1, -1, -0.966982, -0.924712, -0.970172, -0.925054, -1, -0.777778, -1, -0.714286, -1, -1, -0.970149, -0.97
-1, -1, -1, 1, -0.867319, -0.807352, -0.941834, -0.912206, -1, -0.777778, -0.75, -1, -1, -1, -0.997015, -0.997
-1, -1, -1, 1, -0.695625, -0.538973, -0.788218, -0.708779, -1, -0.333333, -1, -0.142857, -1, -1, -0.970149, -0.99
-1, -1, -1, 1, -0.88844, -0.84101, -0.925429, -0.905782, -1, -0.777778, -1, -0.714286, -1, -1, -0.99005, -0.99
-1, -1, -1, 1, -0.631947, -0.499557, -0.728561, -0.665953, -1, -0.333333, -0.25, -1, -1, -1, -0.992537, -0.997
-1, -1, -1, -1, -0.944721, -0.887954, -0.776286, -0.734475, -1, -0.777778, -1, -0.714286, -1, -1, -0.970149, -0.97
1, -1, -1, 1, -0.90194, -0.845438, -0.93736, -0.907923, -1, -0.777778, -0.75, -1, -1, -1, -0.996517, -0.9965
-1, -1, -1, 1, -0.603398, -0.394597, -0.715138, -0.593148, -1, 0.555556, 0, -0.428571, -0.333333, -1, -0.921891, -0.95
-1, -1, -1, -1, -0.978147, -0.94907, -0.923937, -0.890792, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.982185, -0.951284, -0.935869, -0.890792, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.987263, -0.965013, -0.953766, -0.920771, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.993335, -0.980071, -0.976137, -0.955032, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.98455, -0.972542, -0.932886, -0.927195, -1, -0.777778, -1, -0.714286, -1, -1, -0.975124, -0.975
-1, -1, -1, -1, -0.988064, -0.96457, -0.944817, -0.897216, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, 1, -0.920926, -0.883525, -0.952274, -0.93576, -1, -0.555556, -0.75, -0.714286, -1, -1, -0.986567, -0.99
-1, -1, -1, -1, -0.969633, -0.91054, -0.838926, -0.708779, -1, -0.777778, -1, -0.714286, -1, -1, -0.975124, -0.975
-1, -1, 0, -1, -0.950608, -0.913198, -0.728561, -0.719486, -1, -0.777778, -0.75, -1, -1, -1, -0.997512, -0.9975
-1, -1, 0, -1, -0.954568, -0.883968, -0.759881, -0.61242, 0, -0.777778, -1, -0.714286, -1, -1, -0.970149, -0.97
-1, -1, 0, -1, -0.948828, -0.905669, -0.718121, -0.687366, 0, -0.777778, -0.75, -1, -1, -1, -0.998507, -0.9985
-1, -1, 0, 1, -0.808287, -0.673605, -0.870246, -0.794433, 0, -0.777778, -0.75, -1, -1, -1, -0.99801, -0.998
-1, -1, 0, -1, -0.965287, -0.938884, -0.821029, -0.802998, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, 0, -1, -0.95349, -0.916298, -0.773304, -0.732334, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.961103, -0.941541, -0.834452, -0.832976, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, 1, -0.792745, -0.661205, -0.858315, -0.785867, -1, -0.555556, -0.5, -1, -1, -1, -0.99602, -0.998
-1, -1, -1, -1, -0.971289, -0.925155, -0.888143, -0.794433, -1, -0.777778, -1, -0.714286, -1, -1, -0.9801, -0.98
-1, -1, -1, 1, -0.712839, -0.569088, -0.801641, -0.72591, -1, -0.333333, -0.25, -1, -1, -1, -0.993035, -0.9965
-1, -1, -1, -1, -0.966034, -0.910983, -0.871738, -0.766595, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.975366, -0.93977, -0.910515, -0.843683, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.975774, -0.947298, -0.904549, -0.858672, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.986084, -0.966342, -0.941834, -0.897216, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.886406, -0.791851, -0.859806, -0.807281, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, 1, -0.843933, -0.740478, -0.90604, -0.882227, -1, -0.555556, -0.75, -0.714286, -1, -1, -0.978607, -0.98
-1, -1, -1, 1, -0.80042, -0.376882, -0.873229, -0.695931, -1, -0.777778, -0.75, -1, -1, -1, -0.995522, -0.9955
-1, -1, -1, -1, -0.969093, -0.915412, -0.962714, -0.920771, -1, -0.777778, -1, -0.714286, -1, -1, -0.975124, -0.975
-1, -1, -1, -1, -0.954453, -0.923384, -0.93736, -0.925054, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, 1, -0.54506, -0.212578, -0.822521, -0.807281, -1, -0.777778, -0.75, -1, -1, -1, -0.99602, -0.996
-1, -1, -1, -1, -0.943804, -0.894597, -0.819538, -0.779443, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, 1, -0.837522, -0.658547, -0.922446, -0.869379, -1, -0.777778, -1, -0.714286, -1, -1, -0.975124, -0.975
-1, -1, -1, -1, -0.98089, -0.930469, -0.941834, -0.856531, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, 1, -0.767032, -0.447298, -0.880686, -0.775161, -1, -0.555556, -0.5, -1, -1, -1, -0.997015, -0.9985
-1, -1, 0, 1, -0.663617, -0.45527, -0.822521, -0.781585, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, 0, -1, -0.955208, -0.877325, -0.844892, -0.736617, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, 0, -1, -0.972044, -0.902569, -0.904549, -0.798715, -1, -0.777778, -1, -0.714286, -1, -1, -0.9801, -0.98
-1, -1, 0, -1, -0.925642, -0.831267, -0.727069, -0.64454, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, 1, -0.819915, -0.629318, -0.903057, -0.845824, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.951109, -0.856953, -0.834452, -0.719486, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, 1, -0.850144, -0.692205, -0.909023, -0.862955, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.951109, -0.856953, -0.834452, -0.719486, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, 1, -0.850144, -0.692205, -0.909023, -0.862955, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.919639, -0.854296, -0.721104, -0.732334, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.97965, -0.953942, -0.938852, -0.922912, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.980366, -0.947741, -0.93736, -0.907923, -1, -0.777778, -1, -0.714286, -1, -1, -0.970149, -0.97
-1, -1, -1, 1, -0.770276, -0.595217, -0.8434, -0.798715, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.969995, -0.898583, -0.8956, -0.805139, -1, -0.777778, -1, -0.714286, -1, -1, -0.975124, -0.975
-1, -1, -1, -1, -0.957705, -0.920283, -0.855332, -0.85439, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, 1, -0.86745, -0.763065, -0.909023, -0.882227, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.980598, -0.930912, -0.93736, -0.869379, -1, -0.777778, -1, -0.714286, -1, -1, -0.9801, -0.98
-1, -1, -1, 1, -0.791998, -0.683348, -0.841909, -0.824411, -1, -0.555556, -0.5, -1, -1, -1, -0.99602, -0.9975
-1, -1, -1, -1, -0.968392, -0.942427, -0.888143, -0.88651, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.982578, -0.970771, -0.941834, -0.944325, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.989937, -0.980514, -0.962714, -0.957173, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.985051, -0.965456, -0.932886, -0.90364, -1, -0.777778, -1, -0.714286, -1, -1, -0.9801, -0.98
-1, -1, -1, -1, -0.990083, -0.977414, -0.953766, -0.931478, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, 1, -0.871626, -0.840124, -0.907532, -0.914347, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, 0, -1, -0.956834, -0.902569, -0.707681, -0.603854, -1, -0.777778, -1, -0.714286, -1, -1, -0.975124, -0.975
-1, -1, 0, 1, -0.89633, -0.730292, -0.917972, -0.828694, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, 0, -1, -0.961619, -0.908769, -0.765846, -0.663812, -1, -0.777778, -1, -0.714286, -1, -1, -0.985075, -0.985
-1, -1, 0, 1, -0.747298, -0.687777, -0.780761, -0.794433, -1, -0.777778, -0.75, -1, -1, -1, -0.999005, -0.999
-1, -1, 0, 1, -0.892131, -0.832595, -0.91648, -0.892934, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.967082, -0.934455, -0.815063, -0.775161, -1, -0.777778, -1, -0.714286, -1, -1, -0.985075, -0.985
-1, -1, -1, 1, -0.878531, -0.806023, -0.903057, -0.869379, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, 1, -0.749071, -0.527901, -0.782252, -0.650964, -1, -0.777778, -1, -0.714286, -1, -1, -0.985075, -0.985
-1, -1, -1, 1, -0.641209, -0.414083, -0.867263, -0.820128, -1, -0.777778, -1, -0.714286, -1, -1, -0.9801, -0.98
-1, -1, -1, 1, -0.74071, -0.565102, -0.904549, -0.867238, -1, -0.777778, -1, -0.714286, -1, -1, -0.9801, -0.98
-1, -1, -1, -1, -0.913544, -0.884411, -0.938852, -0.933619, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.843001, -0.79008, -0.877703, -0.862955, -1, -0.777778, -1, -0.714286, -1, -1, -0.985075, -0.985
-1, -1, -1, 1, -0.448834, -0.149247, -0.803132, -0.717345, -1, -0.777778, -0.75, -1, -1, -1, -0.998507, -0.9985
-1, -1, -1, -1, -0.876519, -0.63419, -0.903057, -0.745182, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.9414, -0.88574, -0.934377, -0.901499, -1, -0.777778, -1, -0.714286, -1, -1, -0.9801, -0.98
-1, -1, -1, 1, -0.712523, -0.44907, -0.904549, -0.824411, -1, -0.777778, -1, -0.714286, -1, -1, -0.99005, -0.99
-1, -1, -1, -1, -0.923669, -0.773251, -0.907532, -0.785867, -1, -0.777778, -1, -0.714286, -1, -1, -0.9801, -0.98
-1, -1, -1, -1, -0.783684, -0.695748, -0.716629, -0.710921, -1, -0.777778, -1, -0.714286, -1, -1, -0.985075, -0.985
-1, -1, -1, 1, -0.570704, -0.273694, -0.85384, -0.770878, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.949375, -0.886182, -0.943326, -0.899358, -1, -0.777778, -1, -0.714286, -1, -1, -0.9801, -0.98
-1, -1, -1, -1, -0.791651, -0.617803, -0.733035, -0.627409, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.960602, -0.902569, -0.95824, -0.916488, -1, -0.777778, -1, -0.714286, -1, -1, -0.985075, -0.985
-1, -1, -1, 1, -0.758047, -0.600531, -0.917972, -0.873662, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, 1, -0.716253, -0.414083, -0.898583, -0.802998, -1, -0.777778, -1, -0.714286, -1, -1, -0.99005, -0.99
-1, -1, -1, -1, -0.911818, -0.784765, -0.891126, -0.794433, -1, -0.555556, -1, -0.428571, -1, -1, -0.960199, -0.975
-1, -1, -1, 1, -0.756429, -0.518601, -0.912006, -0.8394, -1, -0.333333, -0.75, -0.428571, -1, -1, -0.986567, -0.995
-1, -1, -1, -1, -0.964401, -0.91364, -0.959732, -0.929336, -1, -0.777778, -1, -0.714286, -1, -1, -0.975124, -0.975
-1, -1, -1, 1, -0.71314, -0.441098, -0.8956, -0.813704, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.963222, -0.883968, -0.953766, -0.895075, -1, -0.777778, -1, -0.714286, -1, -1, -0.985075, -0.985
-1, -1, -1, 1, -0.694531, -0.465456, -0.871738, -0.82227, -1, -0.777778, -1, -0.714286, -1, -1, -0.970149, -0.97
-1, -1, -1, -1, -0.942617, -0.864482, -0.917972, -0.869379, -1, -0.555556, -1, -0.428571, -1, -1, -0.9801, -0.985
-1, -1, -1, 1, -0.76613, -0.542958, -0.8956, -0.8394, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, 1, -0.785687, -0.531444, -0.903057, -0.832976, -1, -0.777778, -0.75, -1, -1, -1, -0.995522, -0.9955
-1, -1, -1, -1, -0.950045, -0.879982, -0.909023, -0.865096, -1, -0.777778, -1, -0.714286, -1, -1, -0.975124, -0.975
-1, -1, -1, 1, -0.615604, -0.360053, -0.812081, -0.75803, -1, -0.777778, -0.75, -1, -1, -1, -0.995522, -0.9955
-1, -1, -1, 1, -0.658153, -0.415855, -0.826995, -0.773019, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.969548, -0.914526, -0.9478, -0.907923, -1, -0.777778, -1, -0.714286, -1, -1, -0.9801, -0.98
-1, -1, -1, 1, -0.392707, -0.343667, -0.858315, -0.796574, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -0.908027, -0.881754, -0.961223, -0.931478, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, 0, 1, -0.191324, -0.20062, -0.810589, -0.749465, -1, -1, -1, -1, -1, -1, -1, -1
1, -1, 0, 1, -0.448718, -0.349424, -0.876212, -0.802998, -1, -0.555556, -0.5, -1, -1, -1, -0.995522, -0.997
-1, 1, 1, 1, -0.24923, -0.19132, -0.826995, -0.751606, -1, -0.555556, -0.75, -1, -0.333333, -1, -0.897512, -0.9
-1, 1, 1, 1, -0.463412, -0.39504, -0.880686, -0.820128, -1, -0.555556, -0.75, -0.714286, -1, -1, -0.98806, -0.99
-1, -1, 1, 1, -0.133324, -0.0473871, -0.801641, -0.710921, -1, -0.333333, -0.75, -0.428571, -1, -1, -0.980597, -0.99
-1, -1, 0, 1, -0.506293, -0.453942, -0.894109, -0.843683, -1, -0.777778, -1, -0.714286, -1, -1, -0.975124, -0.975
-1, -1, 0, 1, -0.154853, -0.09876, -0.810589, -0.732334, -1, -0.555556, -0.75, -0.714286, -1, -1, -0.981592, -0.985
-1, -1, 0, 1, -0.443286, -0.0597874, -0.882177, -0.730193, -1, -0.555556, -1, -0.428571, -1, -1, -0.975124, -0.98
-1, -1, 0, 1, -0.551078, -0.45527, -0.904549, -0.85439, -1, -0.777778, -1, -0.714286, -1, -1, -0.965174, -0.965
-1, -1, 0, 1, -0.467388, -0.373782, -0.877703, -0.807281, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, 0, 1, -0.461609, -0.434455, -0.873229, -0.824411, -1, -0.333333, -1, -0.142857, -1, -1, -0.960199, -0.98
-1, -1, -1, 1, -0.447878, -0.258193, -0.868755, -0.764454, -1, -0.555556, -0.5, -1, -1, -1, -0.996517, -0.9975
-1, -1, -1, 1, -0.506062, -0.305137, -0.882177, -0.781585, -1, -0.777778, -0.75, -1, -1, -1, -0.99602, -0.996
1, -1, -1, -1, -0.704009, -0.668291, -0.850858, -0.781585, -1, -0.333333, -0.75, -0.428571, -1, -1, -0.951741, -0.97
-1, -1, -1, 1, -0.390703, -0.36581, -0.849366, -0.802998, -1, -0.555556, -1, -0.714286, -0.333333, -1, -0.935323, -0.95
-1, -1, 0, -1, -0.699424, -0.585474, -0.847875, -0.723769, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, 0, -1, -0.946632, -0.887068, -0.977629, -0.933619, -1, -0.777778, -1, -0.714286, -1, -1, -0.9801, -0.98
