-1, 0.442683, -0.164625, -0.669914, -0.968746, -0.973236, -0.772639, -0.410029, -0.87222
-1, 0.0352557, -0.0781832, -0.52917, -0.963464, -0.98688, -0.854951, -0.27197, -0.783113
-1, 0.0406926, -0.606263, -0.557723, -0.918646, -0.97394, -0.721623, -0.422752, -0.890779
-1, 0.401865, -0.124232, -0.636501, -0.966931, -0.969264, -0.736833, -0.467303, -0.906837
-1, -0.112291, -0.570305, -0.501912, -0.916577, -0.991346, -0.920631, -0.075942, -0.573262
-1, -0.0604324, -0.407458, -0.515779, -0.936801, -0.987247, -0.861053, -0.269568, -0.776407
-1, 0.217013, -0.3516, -0.616416, -0.951935, -0.992957, -0.963026, 0.186095, -0.192385
-1, 0.086111, -0.602079, -0.529056, -0.91545, -0.965353, -0.658958, -0.440733, -0.899811
-1, 0.45891, -0.445564, -0.68716, -0.9406, -0.953732, -0.580922, -0.510841, -0.933262
-1, 0.364477, -0.4788, -0.639044, -0.945424, -0.987285, -0.910191, -0.197893, -0.668862
-1, 0.382711, -0.330271, -0.649952, -0.951028, -0.906055, -0.342093, -0.626679, -0.972995
-1, 0.200535, -0.439659, -0.557299, -0.929798, -0.976495, -0.69502, -0.358664, -0.858417
-1, 0.417172, -0.277028, -0.629148, -0.947386, -0.945182, -0.531219, -0.559692, -0.952857
-1, 0.162227, -0.265645, -0.641746, -0.956966, -0.977372, -0.809794, -0.352963, -0.834718
-1, 0.111622, -0.344774, -0.595065, -0.956071, -0.988394, -0.90893, -0.123801, -0.622096
-1, 0.0175233, -0.271109, -0.543544, -0.949047, -0.97645, -0.723732, -0.392687, -0.876676
-1, 0.394839, -0.272528, -0.631975, -0.956503, -0.918186, -0.404949, -0.602713, -0.96538
1, 0.00163105, -0.545984, -0.311609, -0.829856, -0.754977, 0.0525351, -0.716125, -0.990545
-1, 0.0179415, -0.26714, -0.496558, -0.949483, -0.967106, -0.696435, -0.464295, -0.90904
-1, 0.0667057, -0.557665, -0.594056, -0.939556, -0.970081, -0.740789, -0.422554, -0.881814
-1, 0.194346, -0.212598, -0.57087, -0.960316, -0.947977, -0.663109, -0.578172, -0.953898
-1, 0.0795868, -0.146157, -0.546658, -0.956347, -0.980077, -0.786293, -0.335551, -0.834302
