-1, 0.22314, -0.733333, -0.325301, -0.960123, -0.780731, -0.888889, -0.751152, -0.580104, -0.317829, -0.595506, -0.478261, -1
-1, -0.322314, -0.68, -0.385542, -0.96319, 0.10299, -0.888889, -0.769585, -0.622518, -0.503876, -0.0337079, -0.652174, -1
-1, -0.157025, -0.813333, -0.421687, -0.96319, -0.774086, -0.805556, -0.751152, -0.626374, 0.0387597, -0.651685, -0.594203, -1
-1, -0.487603, -0.573333, -0.831325, -0.944785, -0.747508, -0.861111, -0.843318, -0.626374, 0.100775, -0.539326, -0.507246, -1
-1, -0.338843, -0.246667, -1, -0.957055, -0.757475, -0.951389, -0.953917, -0.641797, 0.0232558, -0.58427, -0.478261, -1
-1, -0.487603, -0.193333, -1, -0.941718, -0.681063, -0.854167, -0.857143, -0.634085, 0.147287, -0.606742, -0.246377, -1
-1, -0.487603, -0.3, -0.855422, -0.690184, -0.787375, -0.729167, -0.645161, -0.529979, 0.131783, -0.662921, -0.594203, -1
-1, -0.38843, -0.453333, -0.759036, -0.93865, 0.0730897, -0.951389, -0.963134, -0.626374, -0.24031, -0.235955, -0.275362, -1
-1, -0.53719, -0.413333, -0.951807, -0.95092, -0.800664, -0.951389, -0.958525, -0.672643, 0.0542636, -0.539326, -0.594203, -1
-1, -0.371901, -0.426667, -0.819277, -0.932515, -0.664452, -0.777778, -0.691244, -0.676499, -0.302326, -0.539326, -0.362319, -1
-1, -0.421488, -0.586667, -0.626506, -0.944785, -0.784053, -0.944444, -0.815668, -0.649508, 0.0697674, -0.640449, -0.594203, -1
-1, -0.305785, -0.166667, -0.939759, -0.960123, -0.784053, -0.951389, -0.940092, -0.649508, -0.0387597, -0.179775, -0.275362, -1
-1, -0.355372, -0.266667, -0.903614, -0.960123, -0.777409, -0.902778, -0.903226, -0.630229, -0.0697674, -0.640449, -0.565217, -1
-1, -0.504132, -0.06, -1, -0.944785, -0.684385, -0.909722, -0.889401, -0.634085, 0.24031, -0.629213, -0.217391, -1
-1, -0.586777, -0.706667, -0.421687, -0.96319, -0.800664, -0.881944, -0.746544, -0.661076, 0.116279, -0.370787, -0.333333, -1
-1, -0.206612, -0.453333, -0.662651, -0.960123, -0.664452, -0.868056, -0.400922, -0.61095, -0.674419, 0.94382, -0.449275, -1
-1, -0.206612, -0.453333, -0.662651, -0.960123, -0.664452, -0.868056, -0.400922, -0.61095, -0.674419, 0.94382, -0.449275, -1
-1, -0.85124, -0.306667, -0.795181, -0.947853, -0.837209, -0.888889, -0.539171, -0.765182, 0.751938, -0.573034, 0.42029, -1
-1, -0.289256, -0.38, -0.783133, -0.960123, -0.76412, -0.916667, -0.866359, -0.61095, -0.100775, -0.58427, -0.710145, -1
